id,make,model,year,price,features,stock,image,description
V03867,Porsche,Model 2,2025,507318,"Turbo,7 Seater,Push Start,Electric,Hybrid,Cruise Control,Sunroof,Automatic Parking,Blind Spot Monitor,AWD,4WD,Rear Camera,Leather Seats,360 Camera",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9803416.jpg,The 2025 Porsche Model 2 is a premium vehicle perfect for off-road adventures.
V03868,Hyundai,Model 8,2020,297301,"Adaptive Cruise,Electric,7 Seater,Turbo,V8 Engine,Ambient Lighting,V6 Engine,Wireless Charging",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4807653.jpg,The 2020 Hyundai Model 8 is a reliable vehicle perfect for daily commute.
V03869,Honda,Odyssey,2023,74474,"Sunroof,Wireless Charging,360 Camera,LED Headlights,7 Seater",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3544572.jpg,The 2023 Honda Odyssey is a premium vehicle perfect for daily commute.
V03870,Honda,Civic,2023,65813,"4WD,Automatic Parking,V6 Engine,Eco Mode,Navigation,Apple CarPlay,Bluetooth,Lane Assist,Keyless Entry",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9036039.jpg,The 2023 Honda Civic is a premium vehicle perfect for off-road adventures.
V03871,Honda,Civic,2020,202584,"7 Seater,Hybrid,Heated Seats,Panoramic Roof,Electric,Bluetooth,Push Start,Premium Sound,Cruise Control,Lane Assist",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8174996.jpg,The 2020 Honda Civic is a premium vehicle perfect for daily commute.
V03872,Ford,Expedition,2021,132377,"Premium Sound,Hybrid,Keyless Entry,Eco Mode,Sunroof,Ventilated Seats,Cruise Control",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3624093.jpg,The 2021 Ford Expedition is a family-friendly vehicle perfect for city driving.
V03873,Hyundai,Model 6,2021,248040,"Leather Seats,Ventilated Seats,4WD,AWD,Lane Assist",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9263475.jpg,The 2021 Hyundai Model 6 is a luxury vehicle perfect for long trips.
V03874,Mercedes,GLE,2025,227812,"Cruise Control,V6 Engine,Android Auto,7 Seater,Lane Assist,Bluetooth,Panoramic Roof,Hybrid,360 Camera,Rear Camera,Parking Sensors,Ambient Lighting,Power Tailgate,Ventilated Seats",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9620650.jpg,The 2025 Mercedes GLE is a sporty vehicle perfect for daily commute.
V03875,Jaguar,Model 8,2024,84198,"Lane Assist,Sport Mode,Push Start,Cruise Control,Hybrid,Keyless Entry,Automatic Parking,Sunroof,Android Auto,Panoramic Roof,Electric,Rear Camera,Bluetooth,Wireless Charging",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5744036.jpg,The 2024 Jaguar Model 8 is a luxury vehicle perfect for off-road adventures.
V03876,Volvo,Model 6,2024,270140,"Turbo,Premium Sound,Eco Mode,Cruise Control,Keyless Entry,7 Seater,Parking Sensors,V6 Engine,Lane Assist,Android Auto,LED Headlights,Push Start",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9966635.jpg,The 2024 Volvo Model 6 is a reliable vehicle perfect for off-road adventures.
V03877,Chevrolet,Model 10,2024,180566,"Navigation,Automatic Parking,Panoramic Roof,7 Seater,Cruise Control,Keyless Entry,Electric,Rear Camera",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5543654.jpg,The 2024 Chevrolet Model 10 is a premium vehicle perfect for off-road adventures.
V03878,Chevrolet,Model 7,2022,190074,"4WD,Push Start,Parking Sensors,Electric,Android Auto",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8006587.jpg,The 2022 Chevrolet Model 7 is a reliable vehicle perfect for daily commute.
V03879,Tesla,Model S,2023,560975,"Sunroof,AWD,Panoramic Roof,V6 Engine,Wireless Charging,V8 Engine,Android Auto,Ambient Lighting,Power Tailgate,Push Start,Leather Seats,Cruise Control,7 Seater,LED Headlights,Electric",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3474749.jpg,The 2023 Tesla Model S is a family-friendly vehicle perfect for city driving.
V03880,BMW,7 Series,2022,252399,"Power Tailgate,Adaptive Cruise,AWD,Premium Sound,Bluetooth,V6 Engine,Blind Spot Monitor,Sport Mode",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8395419.jpg,The 2022 BMW 7 Series is a reliable vehicle perfect for daily commute.
V03881,Porsche,Model 2,2024,592611,"Wireless Charging,V6 Engine,Adaptive Cruise,Automatic Parking,Leather Seats,Eco Mode,Android Auto,Sunroof,Bluetooth",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7261351.jpg,The 2024 Porsche Model 2 is a family-friendly vehicle perfect for long trips.
V03882,Nissan,Altima,2025,244570,"Eco Mode,Leather Seats,Electric,Adaptive Cruise,Keyless Entry,Apple CarPlay",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1745319.jpg,The 2025 Nissan Altima is a luxury vehicle perfect for off-road adventures.
V03883,Honda,Odyssey,2025,99898,"Automatic Parking,Ventilated Seats,Sport Mode,360 Camera,Premium Sound,Sunroof,V8 Engine,Parking Sensors,Apple CarPlay,Cruise Control,AWD,Eco Mode,Air Suspension,Power Tailgate",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5091281.jpg,The 2025 Honda Odyssey is a luxury vehicle perfect for daily commute.
V03884,Mazda,Model 8,2025,262369,"Push Start,Keyless Entry,Parking Sensors,LED Headlights,Wireless Charging,Ventilated Seats,Automatic Parking,4WD,Apple CarPlay,Bluetooth",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3363231.jpg,The 2025 Mazda Model 8 is a luxury vehicle perfect for city driving.
V03885,Land Rover,Defender,2023,585025,"Parking Sensors,Sport Mode,Keyless Entry,Ventilated Seats,LED Headlights,Power Tailgate",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7191833.jpg,The 2023 Land Rover Defender is a luxury vehicle perfect for off-road adventures.
V03886,Hyundai,Model 6,2023,109247,"Bluetooth,7 Seater,Leather Seats,Apple CarPlay,Electric,Keyless Entry,Automatic Parking",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3547493.jpg,The 2023 Hyundai Model 6 is a luxury vehicle perfect for city driving.
V03887,Land Rover,Discovery,2023,528771,"Wireless Charging,Android Auto,Leather Seats,7 Seater,4WD,V6 Engine,Panoramic Roof,Ambient Lighting,V8 Engine",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7190660.jpg,The 2023 Land Rover Discovery is a sporty vehicle perfect for city driving.
V03888,Audi,Q5,2025,543373,"Turbo,Premium Sound,V6 Engine,Heated Seats,7 Seater,Cruise Control,Panoramic Roof,Electric,Wireless Charging,Parking Sensors,Ventilated Seats,4WD,Apple CarPlay",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6046266.jpg,The 2025 Audi Q5 is a luxury vehicle perfect for long trips.
V03889,Hyundai,Model 4,2024,65581,"Hybrid,Panoramic Roof,Lane Assist,Air Suspension,Turbo,Wireless Charging,Adaptive Cruise,Blind Spot Monitor,Apple CarPlay,Keyless Entry,V8 Engine,Push Start,360 Camera,Ambient Lighting,Bluetooth",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4428882.jpg,The 2024 Hyundai Model 4 is a luxury vehicle perfect for long trips.
V03890,Hyundai,Model 1,2021,125672,"Apple CarPlay,Sunroof,Keyless Entry,Navigation,Air Suspension,Heated Seats",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9845744.jpg,The 2021 Hyundai Model 1 is a luxury vehicle perfect for long trips.
V03891,Nissan,X-Trail,2021,206104,"Apple CarPlay,V6 Engine,Premium Sound,AWD,Rear Camera,Ventilated Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9467437.jpg,The 2021 Nissan X-Trail is a luxury vehicle perfect for city driving.
V03892,Audi,Q5,2020,239917,"7 Seater,Sunroof,Wireless Charging,LED Headlights,Apple CarPlay,Adaptive Cruise,Bluetooth,Blind Spot Monitor,Eco Mode",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8122356.jpg,The 2020 Audi Q5 is a family-friendly vehicle perfect for off-road adventures.
V03893,Land Rover,Defender,2022,433724,"Panoramic Roof,Blind Spot Monitor,Sunroof,Lane Assist,4WD,Keyless Entry,Leather Seats,Turbo,V6 Engine",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7077960.jpg,The 2022 Land Rover Defender is a reliable vehicle perfect for off-road adventures.
V03894,Lexus,Model 10,2020,140037,"Push Start,AWD,Rear Camera,Blind Spot Monitor,Apple CarPlay,7 Seater,Eco Mode,Power Tailgate,Lane Assist,Adaptive Cruise,LED Headlights,Wireless Charging,Ventilated Seats,Bluetooth,Keyless Entry",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3014890.jpg,The 2020 Lexus Model 10 is a sporty vehicle perfect for city driving.
V03895,Porsche,Model 6,2020,565039,"Premium Sound,Ambient Lighting,Android Auto,Sport Mode,Adaptive Cruise,Apple CarPlay,Air Suspension",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4034805.jpg,The 2020 Porsche Model 6 is a sporty vehicle perfect for daily commute.
V03896,Kia,Model 5,2023,244279,"4WD,Parking Sensors,Sport Mode,Keyless Entry,Blind Spot Monitor,Navigation,Bluetooth,AWD,V6 Engine,Automatic Parking,Turbo",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9783510.jpg,The 2023 Kia Model 5 is a reliable vehicle perfect for long trips.
V03897,Tesla,Model S,2021,215334,"Parking Sensors,Bluetooth,Lane Assist,Rear Camera,V8 Engine,Premium Sound,Power Tailgate,LED Headlights,Adaptive Cruise",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5967371.jpg,The 2021 Tesla Model S is a luxury vehicle perfect for off-road adventures.
V03898,Ford,Edge,2024,116600,"Keyless Entry,Electric,Air Suspension,360 Camera,Hybrid,Sunroof,Navigation,Automatic Parking,Rear Camera,Power Tailgate,7 Seater",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3381282.jpg,The 2024 Ford Edge is a premium vehicle perfect for city driving.
V03899,Volvo,Model 8,2025,89789,"7 Seater,Sport Mode,V8 Engine,Panoramic Roof,Automatic Parking,Parking Sensors,Lane Assist,Rear Camera,Ventilated Seats,Turbo,Apple CarPlay,Push Start",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9660221.jpg,The 2025 Volvo Model 8 is a luxury vehicle perfect for off-road adventures.
V03900,Land Rover,Evoque,2022,251923,"Bluetooth,Electric,Wireless Charging,Keyless Entry,Automatic Parking,Apple CarPlay,Air Suspension,Ventilated Seats,Android Auto,4WD",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8760331.jpg,The 2022 Land Rover Evoque is a premium vehicle perfect for long trips.
V03901,Lexus,Model 6,2022,236859,"Blind Spot Monitor,Android Auto,Keyless Entry,Turbo,Hybrid",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7554263.jpg,The 2022 Lexus Model 6 is a premium vehicle perfect for long trips.
V03902,Mercedes,E-Class,2020,502152,"Leather Seats,Parking Sensors,Apple CarPlay,7 Seater,LED Headlights,Turbo,Automatic Parking,4WD,Blind Spot Monitor,Ambient Lighting,Keyless Entry",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8102166.jpg,The 2020 Mercedes E-Class is a reliable vehicle perfect for daily commute.
V03903,Ford,F-150,2021,247727,"Bluetooth,AWD,Sport Mode,Ambient Lighting,Navigation,Blind Spot Monitor,Parking Sensors,Adaptive Cruise,Premium Sound,Power Tailgate",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7930950.jpg,The 2021 Ford F-150 is a family-friendly vehicle perfect for off-road adventures.
V03904,Mazda,Model 2,2023,76859,"Premium Sound,Cruise Control,Air Suspension,Electric,Push Start",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6848614.jpg,The 2023 Mazda Model 2 is a reliable vehicle perfect for city driving.
V03905,Porsche,Model 8,2023,493713,"Air Suspension,LED Headlights,Premium Sound,Bluetooth,AWD,Apple CarPlay,V8 Engine,Electric,Turbo",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3991345.jpg,The 2023 Porsche Model 8 is a sporty vehicle perfect for off-road adventures.
V03906,Mitsubishi,Model 6,2021,251527,"Parking Sensors,Ambient Lighting,Hybrid,Ventilated Seats,Adaptive Cruise,LED Headlights,Automatic Parking,Premium Sound,Apple CarPlay,Sunroof,Bluetooth,Turbo,AWD,Push Start",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3888710.jpg,The 2021 Mitsubishi Model 6 is a reliable vehicle perfect for long trips.
V03907,Mitsubishi,Model 5,2025,151944,"Eco Mode,Apple CarPlay,Turbo,7 Seater,Cruise Control,Push Start,AWD,Power Tailgate,Navigation,Premium Sound",2,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6451621.jpg,The 2025 Mitsubishi Model 5 is a sporty vehicle perfect for daily commute.
V03908,Toyota,Camry,2021,60062,"Android Auto,Sunroof,V6 Engine,Lane Assist,4WD,Sport Mode",5,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-9295907.jpg,The 2021 Toyota Camry is a premium vehicle perfect for long trips.
V03909,Hyundai,Model 4,2021,53236,"Sunroof,V8 Engine,4WD,Wireless Charging,360 Camera",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7863376.jpg,The 2021 Hyundai Model 4 is a family-friendly vehicle perfect for daily commute.
V03910,Toyota,Land Cruiser,2022,111419,"Panoramic Roof,Premium Sound,Navigation,Cruise Control,Bluetooth,AWD,4WD,Ventilated Seats",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2539412.jpg,The 2022 Toyota Land Cruiser is a sporty vehicle perfect for off-road adventures.
V03911,Hyundai,Model 9,2020,103585,"Ambient Lighting,Heated Seats,Blind Spot Monitor,Cruise Control,Push Start,Air Suspension,V6 Engine,Eco Mode,Hybrid,Navigation,Electric,360 Camera,Android Auto",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8740878.jpg,The 2020 Hyundai Model 9 is a luxury vehicle perfect for city driving.
V03912,Lexus,Model 8,2021,134240,"Sport Mode,Leather Seats,V6 Engine,4WD,Air Suspension,Ambient Lighting,Hybrid,Bluetooth,Parking Sensors,AWD,Wireless Charging",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5400072.jpg,The 2021 Lexus Model 8 is a family-friendly vehicle perfect for daily commute.
V03913,Kia,Model 1,2022,100183,"Push Start,V6 Engine,Hybrid,Navigation,4WD,Android Auto,Eco Mode,Keyless Entry,LED Headlights,AWD",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8570931.jpg,The 2022 Kia Model 1 is a reliable vehicle perfect for long trips.
V03914,Ford,Edge,2020,169233,"Bluetooth,Keyless Entry,Ventilated Seats,7 Seater,V6 Engine,Electric,Leather Seats",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7050500.jpg,The 2020 Ford Edge is a luxury vehicle perfect for long trips.
V03915,Chevrolet,Model 4,2023,145679,"360 Camera,Rear Camera,Leather Seats,Lane Assist,Eco Mode,4WD,AWD,Push Start,Power Tailgate,Premium Sound,Automatic Parking",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2148381.jpg,The 2023 Chevrolet Model 4 is a reliable vehicle perfect for long trips.
V03916,Ford,Expedition,2021,65272,"Keyless Entry,Automatic Parking,Apple CarPlay,Rear Camera,Ventilated Seats,Panoramic Roof,V8 Engine,Premium Sound,Sport Mode,Wireless Charging,AWD,Cruise Control",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5141147.jpg,The 2021 Ford Expedition is a reliable vehicle perfect for daily commute.
V03917,Chevrolet,Model 9,2024,175654,"360 Camera,Ventilated Seats,Adaptive Cruise,Bluetooth,Blind Spot Monitor,Power Tailgate,LED Headlights,Eco Mode,Sunroof,Automatic Parking,V8 Engine,Electric",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7999366.jpg,The 2024 Chevrolet Model 9 is a family-friendly vehicle perfect for off-road adventures.
V03918,Audi,Q7,2025,468711,"V6 Engine,Bluetooth,Leather Seats,Lane Assist,Automatic Parking,Electric,Apple CarPlay,7 Seater,AWD,Hybrid,Eco Mode,Blind Spot Monitor,Push Start,V8 Engine,Adaptive Cruise",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8890052.jpg,The 2025 Audi Q7 is a sporty vehicle perfect for long trips.
V03919,Lexus,Model 2,2021,118077,"Air Suspension,7 Seater,Heated Seats,Parking Sensors,Rear Camera,V8 Engine,Cruise Control,Power Tailgate,Premium Sound,Sunroof,Electric,Keyless Entry,Hybrid,LED Headlights,Navigation",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8068561.jpg,The 2021 Lexus Model 2 is a family-friendly vehicle perfect for daily commute.
V03920,Porsche,Model 4,2023,566807,"V6 Engine,Ambient Lighting,Rear Camera,360 Camera,Apple CarPlay,Wireless Charging,Panoramic Roof,Sport Mode,Hybrid",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7218433.jpg,The 2023 Porsche Model 4 is a family-friendly vehicle perfect for city driving.
V03921,Chevrolet,Model 4,2020,208023,"7 Seater,Hybrid,Parking Sensors,Premium Sound,Ventilated Seats,Navigation,Push Start,360 Camera,Eco Mode,LED Headlights,Blind Spot Monitor,Apple CarPlay",8,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3804914.jpg,The 2020 Chevrolet Model 4 is a luxury vehicle perfect for daily commute.
V03922,Land Rover,Defender,2025,221373,"Cruise Control,Ventilated Seats,Rear Camera,Parking Sensors,Wireless Charging,Ambient Lighting,Hybrid,Power Tailgate,Apple CarPlay,360 Camera,Turbo,Premium Sound",3,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-1347883.jpg,The 2025 Land Rover Defender is a reliable vehicle perfect for daily commute.
V03923,Subaru,Model 1,2021,274922,"Ambient Lighting,Leather Seats,Wireless Charging,Air Suspension,Automatic Parking,Navigation,Apple CarPlay",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-8104580.jpg,The 2021 Subaru Model 1 is a family-friendly vehicle perfect for off-road adventures.
V03924,Hyundai,Model 9,2024,91961,"Adaptive Cruise,4WD,360 Camera,Keyless Entry,Rear Camera,Power Tailgate,Air Suspension,Hybrid,7 Seater,AWD,V6 Engine",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7956164.jpg,The 2024 Hyundai Model 9 is a premium vehicle perfect for city driving.
V03925,BMW,5 Series,2021,455626,"V6 Engine,Eco Mode,Electric,Navigation,Adaptive Cruise,Android Auto,7 Seater,Lane Assist,Leather Seats,Ventilated Seats,AWD,Hybrid,Blind Spot Monitor",7,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4524422.jpg,The 2021 BMW 5 Series is a family-friendly vehicle perfect for off-road adventures.
V03926,Audi,A4,2024,360237,"Adaptive Cruise,V8 Engine,Android Auto,Blind Spot Monitor,V6 Engine,AWD,Panoramic Roof,Ventilated Seats,Premium Sound,7 Seater",1,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-7081934.jpg,The 2024 Audi A4 is a premium vehicle perfect for off-road adventures.
V03927,Porsche,Model 2,2024,235574,"LED Headlights,Sport Mode,Keyless Entry,Eco Mode,Air Suspension,Rear Camera,Heated Seats",9,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3492179.jpg,The 2024 Porsche Model 2 is a family-friendly vehicle perfect for city driving.
V03928,Hyundai,Model 6,2025,262751,"Apple CarPlay,Android Auto,Navigation,V6 Engine,Rear Camera,LED Headlights",4,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-4198046.jpg,The 2025 Hyundai Model 6 is a premium vehicle perfect for off-road adventures.
V03929,Toyota,Prado,2020,76561,"Adaptive Cruise,Panoramic Roof,Eco Mode,AWD,Lane Assist,Sunroof,Heated Seats,Navigation,4WD,Push Start",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-6521396.jpg,The 2020 Toyota Prado is a family-friendly vehicle perfect for daily commute.
V03930,Volkswagen,Model 9,2023,139329,"Power Tailgate,Keyless Entry,Electric,Ambient Lighting,Automatic Parking,Apple CarPlay,Navigation,V6 Engine,Parking Sensors,Bluetooth",6,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-5084394.jpg,The 2023 Volkswagen Model 9 is a reliable vehicle perfect for long trips.
V03931,Volkswagen,Model 2,2021,80936,"Ambient Lighting,4WD,Keyless Entry,AWD,Electric,Cruise Control,Sunroof,Turbo",0,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-2449899.jpg,The 2021 Volkswagen Model 2 is a family-friendly vehicle perfect for off-road adventures.
V03932,Mercedes,E-Class,2023,503105,"360 Camera,Parking Sensors,Bluetooth,Sport Mode,Turbo,Apple CarPlay,Air Suspension,Leather Seats,Ambient Lighting",10,https://cdn.pixabay.com/photo/2016/11/18/14/39/car-3798883.jpg,The 2023 Mercedes E-Class is a sporty vehicle perfect for daily commute.
